x,y,theta
1.9012906683691613,1.1592536341772826,0.004083528972896846
2.1059402234916864,1.161031268831206,0.033463031708261815
2.100804475987718,1.160808404359016,0.03386663947970892
2.2990160208819277,1.1695048072850986,0.046823434755635246
2.299034120502283,1.1710764819971666,0.046448633543692344
2.502906537177042,1.178979816594363,0.051765091356575386
2.5128169148678605,1.181341062860192,0.05252536381926523
2.72010270980169,1.193273248886563,0.058069813633533945
2.7198177776903645,1.1993743735930598,0.05916506268154392
2.928447960431568,1.2086251705882618,0.06005440489321532
2.928707263346302,1.2138765522999009,0.06190413438327806
3.139659985032167,1.225105592851412,0.06681033988556509
3.1418179871539103,1.2258150434276518,0.06360292195716524
3.3571658406274683,1.2316874643544031,0.06562568385041027
3.356636545435318,1.2366739853892983,0.06831773775794343
3.569068918260477,1.247765469988734,0.06918016114778827
3.576611973073368,1.2494055559816923,0.06959341873872728
3.786421002318325,1.2648990422409527,0.07315997644230715
3.788840956365125,1.265449622161013,0.07366962628584345
3.985721254209264,1.2823050742746651,0.07869070589172858
3.985708678512232,1.280930742273641,0.07599221877161828
4.1894040247499005,1.2966192790103088,0.07600040655618485
4.185874779307899,1.2973131660852601,0.07552716677485825
4.4073286324420495,1.3170033520455757,0.07439246869485246
4.406950607353228,1.315727108542091,0.07691051186394683
4.615859719246343,1.3281381683156497,0.06727835729255993
4.61502491438948,1.3275945392038504,0.06903458969225995
4.831874256676441,1.338518059474232,0.07030993177532203
4.828537203547115,1.3402237392465273,0.07470800053555758
5.051974925634701,1.3564236441713113,0.07617187104576041
5.053081570488408,1.3606495488652408,0.08123493978911447
5.264277550775403,1.3791540809261649,0.08534623029386013
5.267188899347044,1.3822723078373784,0.08734546592757458
5.476875263950459,1.3973573976379792,0.0887293319564818
5.48491620278395,1.4036346270219955,0.09424563279776728
5.705819208244098,1.4254456901390091,0.09633626369506525
5.707970852903134,1.4242199426103865,0.0951392487106671
5.9347909959034535,1.445735243918935,0.095471575337796
5.93152582617761,1.4450802697923306,0.09727370260409955
6.137978023817273,1.4687888239356233,0.09623759164239362
6.141092202047601,1.4706121208996072,0.09648029779998993
6.3521433854000735,1.4906946249576758,0.09711470391382006
6.351075674889394,1.4908943700561805,0.10077761633039334
6.566626672164882,1.509543203853969,0.09870582571232411
6.560162463996512,1.5091733165998138,0.09824595006062481
6.785817401214386,1.5325318111180677,0.10136237540120345
6.78863672600826,1.5350239647153905,0.10304322435192804
7.012155807257689,1.5550753058756093,0.09987667836896277
7.01078180519737,1.5579972886422415,0.1022146645720327
7.242302355711962,1.580421972546505,0.10274902856807756
7.242751623944589,1.581823659485433,0.1043622171011638
7.4463863909576595,1.6017247071897884,0.10475593182259525
7.484761494508725,1.6062913433094324,0.10461790032704653
7.68774828773723,1.6278656573770047,0.1079113065897089
7.688237148897226,1.6264007110605974,0.10582143541257898
7.895137588548738,1.6489588567864553,0.10612277658241986
7.899544856176007,1.6497640796685327,0.10806585994433976
8.105707587164023,1.6764709936686837,0.1097652831806268
8.100070239413657,1.6765612184148535,0.11108248285834196
8.310777177848719,1.6986603311520345,0.11067406122322561
8.30891822715565,1.6995137204323645,0.11262659256341202
8.52833123083702,1.7244658933804313,0.10725362742838611
8.528921328592816,1.7265641210212765,0.10855810454853668
8.750056758992821,1.7498575250404964,0.10940695574902093
8.747815093119444,1.7484201506244055,0.11035833464548746
8.971082242528428,1.769850662203232,0.11120454607114727
8.976835613406848,1.766453261114774,0.11174409701417407
9.205259387754955,1.7948293057917302,0.11179455920293277
9.204622180208434,1.796714887232728,0.11340167413338903
9.438207649821553,1.8240354171015003,0.11688391029561172
9.440124214719363,1.8242763866626337,0.1154449117629564
9.679939863018877,1.850476424975838,0.1193957036216538
9.67676354006218,1.8505262975780319,0.11829064162527181
9.911681136202564,1.881640996813832,0.1481446688744801
9.9133806499658,1.8844799496162374,0.14887017611812664
10.145557998836919,1.9275587419357685,0.21418810344275555
10.136734396065929,1.9303792383452112,0.2163863901050424
10.366843583091995,1.9968903901082187,0.3244478357770241
10.367177057428439,1.9987771810902575,0.32449017964960736
10.583265722329566,2.0885721934080466,0.4628831079110401
10.583286812799475,2.088951308680687,0.4640065243039461
10.786929448877288,2.2153122729366608,0.6419477816523314
10.788958631254411,2.2137837491588934,0.6434054193203943
10.966141030584525,2.3750175197643135,0.8430553477370548
10.965204559256822,2.3730681626184706,0.8445240865982966
11.101497513292763,2.568163626166924,1.0586424114207815
11.098124877556494,2.571930605783662,1.060467129912453
11.197316042986971,2.793424780808216,1.2354535470941492
11.201621220605642,2.796585684690428,1.2351570509179908
11.263148079374831,3.0265283171976036,1.3815098244961748
11.265600679965472,3.0325661636187773,1.380975024498045
11.300106029949694,3.2683220116443645,1.486692848382001
11.299386443181888,3.270236647614687,1.4841943203039967
11.313158709701396,3.511258681430563,1.5662942155896515
11.315995221730972,3.5131639074755965,1.564397908658822
11.313795626318035,3.716270471541684,1.6033562135158228
11.31262720597397,3.758330906146405,1.6090838967278827
11.305062174896594,3.9625637626475503,1.6204479898734685
11.306004196731385,3.9599186947595895,1.6199855334403959
11.29865848884737,4.193574798398405,1.6251959196006143
11.302690255526056,4.197518776668297,1.6225116757314475
11.291667491880517,4.425390747623706,1.6234768436802802
11.292198553472582,4.427805845282811,1.6226045967477831
11.280476656420062,4.6568118762898925,1.6242967116962022
11.277552882884022,4.657144861599979,1.6253779394713914
11.264315250600605,4.881370298286118,1.6278317286045036
11.263499050149619,4.883368999206368,1.6287276558834793
11.254776776896236,5.104160788095785,1.6279965751011263
11.253561277268998,5.1029365923501775,1.6284557964163986
11.23874131198338,5.322173277544959,1.6296812072157856
11.236487533508198,5.3215679323951,1.6299095304236673
11.227417948318422,5.53798276114887,1.6327993134597176
11.229026769571872,5.541273881585614,1.6327848311461128
11.217696802563065,5.752910609677213,1.6355149182816144
11.218969201607587,5.757598723862136,1.6341781721548885
11.2126747298071,5.960803875871899,1.635246458743691
11.210850306144915,5.953704524805243,1.637584122589809
11.196420846625701,6.1598881251836115,1.6436778943572736
11.199053993826356,6.165289345722202,1.643588531496975
11.188585599699218,6.36864729574918,1.6446636441733815
11.185147001920399,6.405971505704789,1.64531330637283
11.169663197646456,6.633522304699778,1.6481635962943681
11.168072857802667,6.640528695760385,1.6452331814860206
11.154561958139123,6.859298894002206,1.6489694826482417
11.154790990313195,6.862535480411704,1.6508909947114678
11.135724222161638,7.077486801513106,1.6532131206745446
11.135468470883762,7.080322997747245,1.6524983307472891
11.119619234678078,7.287351820491044,1.656827521294423
11.119316283893829,7.288795725850661,1.658074546902892
11.103337886457256,7.490812878474195,1.6626199301018276
11.101976348843698,7.494601637392254,1.6638889639896632
11.083453535251708,7.6943104003660245,1.6668509200215176
11.083317639456848,7.693270833602145,1.6670679874222512
11.064685265204398,7.913861689332047,1.6693952815866022
11.066273688373013,7.915259068864319,1.6666059859344002
11.045594336164514,8.13264292544854,1.6678265970982147
11.044825071812893,8.13053054731721,1.6694131558358938
11.021469980804092,8.345162687778034,1.670954300561333
11.024949909825564,8.349900276856866,1.6707019811890693
11.00382659169762,8.556164906425401,1.6744428996698546
11.00359481198837,8.560464475786796,1.6730447417697616
10.97770861641562,8.779864413596057,1.6758906968884477
10.976297459952736,8.784875901580738,1.6768623686837876
10.948762892331738,8.997445702243096,1.6824096135656743
10.951719382281427,8.998095829016265,1.6806461734014255
10.933138422190453,9.19865120751364,1.6818759324744519
10.932350606624595,9.198574917358005,1.6837278244290592
10.904384107060475,9.41390585248755,1.6913278378826377
10.907937851629141,9.409481785176359,1.6899903121420283
10.882580913120806,9.617974006205914,1.6896079077492923
10.888040350878644,9.617169725588344,1.689182925317294
10.859631438031808,9.829811791853853,1.6954498146784034
10.858601218281345,9.831073259052738,1.6941530908155455
10.831756347724887,10.032998948791613,1.7025913269369268
10.832125772326808,10.032048704505309,1.7040154282725175
10.803267344088026,10.239114683978922,1.705507002085347
10.802478020942946,10.237792621470987,1.705988645347416
10.774097795724598,10.443318735769699,1.7106967425399842
10.772354327135913,10.443065098490079,1.713571150455806
10.741799059516504,10.648887457385339,1.7195781971699995
10.740377036058021,10.650658848839528,1.7159080606225412
10.708048359229991,10.86031250556627,1.7217778719541823
10.708025527622187,10.862235079848748,1.7190891609197596
